context	nb sameas	all_pair	ratio
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	2	9	0.2222222222222222
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	2	8	0.25
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['wascreatedonyear']	12	42	0.2857142857142857
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	3	3	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	3	3	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel', 'wrotemusicfor-inv']['wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear']	1	20	0.05
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear']	2	9	0.2222222222222222
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear']	16	19	0.8421052631578947
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	3	16	0.1875
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'islocatedin', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedondate', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear']	2	4	0.5
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear']	4	8	0.5
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['wascreatedonyear']	4	22	0.18181818181818182
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv']['islocatedin', 'skos:preflabel', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['islocatedin', 'wascreatedonyear']	16	18	0.8888888888888888
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	11	16	0.6875
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	1	5	0.2
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	21	0.047619047619047616
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	8	33	0.24242424242424243
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'islocatedin', 'wascreatedonyear']	1	31	0.03225806451612903
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['wascreatedonyear']	4	20	0.2
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	8	85	0.09411764705882353
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	2	16	0.125
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wascreatedonyear']['edited-inv', 'islocatedin', 'wascreatedondate']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	2	6	0.3333333333333333
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	9	47	0.19148936170212766
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv']['edited-inv', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'islocatedin', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv']['islocatedin', 'skos:preflabel', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedondate', 'wascreatedonyear']	4	4	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	2	3	0.6666666666666666
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear']	2	6	0.3333333333333333
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	9	12	0.75
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['wascreatedonyear']	6	8	0.75
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'islocatedin', 'wascreatedonyear']	1	19	0.05263157894736842
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv']['edited-inv', 'islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv'][]['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedondate', 'wascreatedonyear']	3	3	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv']['islocatedin', 'skos:preflabel', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wascreatedonyear']['wascreatedondate']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['wascreatedonyear']	2	10	0.2
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'islocatedin', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	1	5	0.2
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'islocatedin', 'skos:preflabel', 'wascreatedonyear']['edited-inv', 'wascreatedondate']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv']['skos:preflabel', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wascreatedonyear']['islocatedin', 'wascreatedondate']	2	3	0.6666666666666666
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	23	0.043478260869565216
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'islocatedin', 'skos:preflabel'][]	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'islocatedin', 'skos:preflabel']['wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	13	0.07692307692307693
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'islocatedin', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['islocatedin']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv']['edited-inv', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'islocatedin', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedonyear']	1	8	0.125
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'islocatedin', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv']['skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv']['edited-inv', 'islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	3	0.3333333333333333
['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedondate', 'wascreatedonyear']	1	13	0.07692307692307693
context	nb sameas	all_pair	ratio
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['wascreatedonyear']	28	32	0.875
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	7	13	0.5384615384615384
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	119	353	0.3371104815864023
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	4	5	0.8
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	3	63	0.047619047619047616
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	7	11	0.6363636363636364
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear']	6	7	0.8571428571428571
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['wascreatedonyear']	10	99	0.10101010101010101
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	11	75	0.14666666666666667
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	162	630	0.2571428571428571
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	27	76	0.35526315789473684
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	74	509	0.14538310412573674
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	18	27	0.6666666666666666
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	12	58	0.20689655172413793
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	21	69	0.30434782608695654
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['wascreatedondate', 'wascreatedonyear']	24	35	0.6857142857142857
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['islocatedin', 'wascreatedonyear']	28	52	0.5384615384615384
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	4	4	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	35	486	0.0720164609053498
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	24	121	0.19834710743801653
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	7	9	0.7777777777777778
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['wascreatedonyear']	2	28	0.07142857142857142
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	28	982	0.028513238289205704
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	4	7	0.5714285714285714
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	12	22	0.5454545454545454
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	5	5	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel', 'wascreatedonyear']['edited-inv', 'wascreatedondate']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'islocatedin', 'wascreatedonyear']	1	60	0.016666666666666666
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	20	29	0.6896551724137931
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	2	6	0.3333333333333333
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	3	5	0.6
['actedin-inv', 'created-inv', 'directed-inv']['islocatedin', 'skos:preflabel']['wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	9	324	0.027777777777777776
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	5	6	0.8333333333333334
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	5	85	0.058823529411764705
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	33	45	0.7333333333333333
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	10	12	0.8333333333333334
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	9	17	0.5294117647058824
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv']['edited-inv', 'islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	16	751	0.02130492676431425
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	20	23	0.8695652173913043
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear', 'wrotemusicfor-inv']	5	23	0.21739130434782608
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel', 'wascreatedonyear']['wascreatedondate', 'wrotemusicfor-inv']	1	10	0.1
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	5	5	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear']	5	50	0.1
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['wascreatedonyear', 'wrotemusicfor-inv']	1	26	0.038461538461538464
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	5	9	0.5555555555555556
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['wascreatedonyear', 'wrotemusicfor-inv']	3	3	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	5	39	0.1282051282051282
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['wascreatedonyear']	13	61	0.21311475409836064
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	34	344	0.09883720930232558
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	25	113	0.22123893805309736
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['wascreatedonyear', 'wrotemusicfor-inv']	3	31	0.0967741935483871
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear', 'wrotemusicfor-inv']	1	4	0.25
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	11	83	0.13253012048192772
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	2	20	0.1
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	6	12	0.5
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['wascreatedonyear', 'wrotemusicfor-inv']	2	29	0.06896551724137931
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['islocatedin']	1	4	0.25
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	2	2	1.0
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	36	89	0.4044943820224719
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['wascreatedonyear']	25	30	0.8333333333333334
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear']	1	20	0.05
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	3	71	0.04225352112676056
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	4	78	0.05128205128205128
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	4	63	0.06349206349206349
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	18	21	0.8571428571428571
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	5	7	0.7142857142857143
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	2	132	0.015151515151515152
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	2	8	0.25
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	6	66	0.09090909090909091
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear', 'wrotemusicfor-inv']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel', 'wascreatedonyear']['edited-inv', 'islocatedin', 'wascreatedondate']	2	15	0.13333333333333333
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	6	165	0.03636363636363636
['actedin-inv', 'created-inv', 'directed-inv'][]['skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['edited-inv', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	6	8	0.75
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	6	50	0.12
