context	nb sameas	all_pair	ratio
['actedin-inv', 'directed-inv'][]['created-inv', 'islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	3	0.3333333333333333
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	3	96	0.03125
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	4	98	0.04081632653061224
['actedin-inv', 'directed-inv']['islocatedin', 'skos:preflabel']['wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv']['created-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	3	1602	0.0018726591760299626
['actedin-inv', 'directed-inv'][]['created-inv', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv']['skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	2	57	0.03508771929824561
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	161	0.006211180124223602
['actedin-inv', 'directed-inv'][]['created-inv', 'islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	2	2	1.0
['actedin-inv', 'directed-inv']['islocatedin', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv']['skos:preflabel']['wascreatedonyear', 'wrotemusicfor-inv']	1	3	0.3333333333333333
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'directed-inv']['skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv']['skos:preflabel']['created-inv', 'wascreatedonyear', 'wrotemusicfor-inv']	2	8	0.25
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'directed-inv']['created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	3	0.3333333333333333
['actedin-inv', 'directed-inv']['actedin-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	2	5	0.4
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	2	2	1.0
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	1	57	0.017543859649122806
['actedin-inv', 'directed-inv'][]['skos:preflabel', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	2	55	0.03636363636363636
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedonyear']	1	20	0.05
['actedin-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['wascreatedonyear', 'wrotemusicfor-inv']	1	83	0.012048192771084338
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	3	0.3333333333333333
['actedin-inv', 'directed-inv']['skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'wascreatedonyear']	1	3	0.3333333333333333
['actedin-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	728	0.0013736263736263737
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	7	0.14285714285714285
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	1	26	0.038461538461538464
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	48	0.020833333333333332
['actedin-inv', 'directed-inv']['created-inv', 'skos:preflabel']['wascreatedonyear']	1	7	0.14285714285714285
context	nb sameas	all_pair	ratio
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	327	334	0.9790419161676647
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	14	32	0.4375
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	48	49	0.9795918367346939
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	73	186	0.3924731182795699
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'edited-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	12	12	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	5	5	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear']	6	6	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	54	54	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	1	54	0.018518518518518517
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	9	9	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	17	17	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	6	34	0.17647058823529413
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'islocatedin', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	8	8	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear']	7	17	0.4117647058823529
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	22	124	0.1774193548387097
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	3	3	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	5	6	0.8333333333333334
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear']	2	4	0.5
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	4	4	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear']	9	10	0.9
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'edited-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	3	10	0.3
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	8	0.125
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'edited-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	1	9	0.1111111111111111
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	5	5	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	1	5	0.2
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv']['created-inv', 'islocatedin', 'skos:preflabel', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv']['created-inv', 'islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	3	27	0.1111111111111111
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'wascreatedonyear']	2	5	0.4
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['islocatedin', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['edited-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv']['skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	3	0.3333333333333333
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	16	0.0625
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'islocatedin', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	1	4	0.25
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'edited-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	3	4	0.75
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'edited-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['skos:preflabel']['islocatedin', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	2	3	0.6666666666666666
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'edited-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'edited-inv', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	1	1	1.0
context	nb sameas	all_pair	ratio
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'created-inv', 'directed-inv', 'wascreatedondate', 'wrotemusicfor-inv']	60	798810	7.511172869643595e-05
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wascreatedondate', 'wrotemusicfor-inv']	54	681225	7.926896399867886e-05
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'created-inv', 'directed-inv', 'islocatedin', 'wascreatedondate', 'wrotemusicfor-inv']	22	394804	5.572385284850204e-05
['wascreatedonyear']['skos:preflabel']['created-inv', 'directed-inv', 'wascreatedondate']	21	106652	0.00019690207403517984
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wrotemusicfor-inv']	33	297249	0.00011101803538447564
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'created-inv', 'directed-inv', 'wascreatedondate']	80	519808	0.00015390297956168432
['wascreatedonyear']['wascreatedonyear']['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'skos:preflabel', 'wascreatedondate', 'wrotemusicfor-inv']	1	1244	0.0008038585209003215
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'created-inv', 'directed-inv', 'islocatedin', 'wascreatedondate']	22	263250	8.357075023741691e-05
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'created-inv', 'wascreatedondate']	7	50550	0.00013847675568743817
['wascreatedonyear']['skos:preflabel']['created-inv', 'directed-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wrotemusicfor-inv']	5	31962	0.00015643576747387524
['wascreatedonyear'][]['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel', 'wascreatedondate']	13	20422	0.0006365684066203114
['wascreatedonyear']['skos:preflabel', 'wascreatedonyear']['actedin-inv', 'wascreatedondate', 'wrotemusicfor-inv']	1	1762	0.0005675368898978433
['wascreatedonyear']['skos:preflabel', 'wascreatedonyear']['actedin-inv', 'created-inv', 'directed-inv', 'islocatedin', 'wascreatedondate']	4	45816	8.730574471800244e-05
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'islocatedin', 'wascreatedondate']	7	62728	0.00011159290906772096
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wascreatedondate']	15	127254	0.00011787448724598048
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'directed-inv', 'wascreatedondate']	24	136298	0.00017608475546229585
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'directed-inv', 'wascreatedondate', 'wrotemusicfor-inv']	10	122167	8.1855165470217e-05
['wascreatedonyear']['skos:preflabel']['directed-inv', 'wascreatedondate']	10	35060	0.0002852253280091272
['wascreatedonyear'][]['actedin-inv', 'created-inv', 'skos:preflabel', 'wascreatedondate']	1	2377	0.00042069835927639884
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'wascreatedondate', 'wrotemusicfor-inv']	7	80253	8.722415361419511e-05
['wascreatedonyear']['skos:preflabel']['created-inv', 'wascreatedondate', 'wrotemusicfor-inv']	1	9855	0.00010147133434804668
['wascreatedonyear']['skos:preflabel']['created-inv', 'directed-inv', 'islocatedin', 'wascreatedondate']	8	49809	0.00016061354373707562
['wascreatedonyear']['skos:preflabel']['wascreatedondate']	4	53817	7.432595648215248e-05
['wascreatedonyear']['skos:preflabel', 'wascreatedonyear']['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wascreatedondate', 'wrotemusicfor-inv']	4	81714	4.895122010916122e-05
['wascreatedonyear']['skos:preflabel', 'wascreatedondate']['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']	3	389617	7.69986935888321e-06
['wascreatedonyear']['skos:preflabel']['created-inv', 'directed-inv', 'edited-inv', 'wascreatedondate', 'wrotemusicfor-inv']	5	41020	0.00012189176011701609
['wascreatedonyear']['skos:preflabel', 'wascreatedonyear']['created-inv', 'directed-inv', 'edited-inv', 'wascreatedondate']	1	3781	0.0002644802962179318
['wascreatedonyear']['skos:preflabel']['created-inv', 'directed-inv', 'edited-inv', 'islocatedin', 'wascreatedondate']	3	25981	0.00011546899657441977
['wascreatedonyear']['skos:preflabel']['created-inv', 'directed-inv', 'wascreatedondate', 'wrotemusicfor-inv']	2	57304	3.490157755130532e-05
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'directed-inv', 'edited-inv', 'wascreatedondate', 'wrotemusicfor-inv']	3	16118	0.00018612731108077926
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'created-inv', 'islocatedin', 'wascreatedondate']	3	32119	9.340265886235561e-05
['wascreatedonyear']['skos:preflabel']['islocatedin', 'wascreatedondate']	1	33601	2.976101901729115e-05
['wascreatedonyear']['created-inv', 'skos:preflabel', 'wascreatedondate']['actedin-inv', 'directed-inv', 'edited-inv', 'islocatedin', 'wrotemusicfor-inv']	1	16607	6.021557174685374e-05
['wascreatedonyear']['islocatedin', 'skos:preflabel']['actedin-inv', 'created-inv', 'directed-inv', 'wascreatedondate', 'wrotemusicfor-inv']	1	28482	3.510989396812022e-05
['wascreatedonyear'][]['actedin-inv', 'directed-inv', 'skos:preflabel', 'wascreatedondate']	4	1439	0.002779708130646282
['wascreatedonyear']['skos:preflabel', 'wascreatedonyear']['created-inv', 'directed-inv', 'wascreatedondate']	2	7168	0.00027901785714285713
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'wascreatedondate']	3	97565	3.074873161482089e-05
['wascreatedonyear']['skos:preflabel', 'wascreatedonyear']['actedin-inv', 'directed-inv', 'wascreatedondate']	1	5734	0.00017439832577607255
['wascreatedonyear']['skos:preflabel']['created-inv', 'wascreatedondate']	1	14644	6.828735318219065e-05
['wascreatedonyear']['skos:preflabel']['directed-inv', 'islocatedin', 'wascreatedondate', 'wrotemusicfor-inv']	1	5744	0.00017409470752089137
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'directed-inv', 'islocatedin', 'wascreatedondate']	5	87336	5.725016030044884e-05
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'created-inv', 'wascreatedondate', 'wrotemusicfor-inv']	4	48849	8.188499252799443e-05
['wascreatedonyear']['directed-inv', 'skos:preflabel']['actedin-inv', 'created-inv', 'edited-inv', 'wascreatedondate', 'wrotemusicfor-inv']	1	15390	6.49772579597141e-05
['wascreatedonyear'][]['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'skos:preflabel', 'wascreatedondate']	2	1067	0.0018744142455482662
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'islocatedin', 'wascreatedondate', 'wrotemusicfor-inv']	2	54562	3.665554781716213e-05
['wascreatedonyear']['skos:preflabel', 'wascreatedonyear']['actedin-inv', 'created-inv', 'directed-inv', 'wascreatedondate']	2	40600	4.926108374384237e-05
['wascreatedonyear']['skos:preflabel', 'wascreatedonyear']['actedin-inv', 'created-inv', 'directed-inv', 'wascreatedondate', 'wrotemusicfor-inv']	1	93921	1.0647246089798873e-05
['wascreatedonyear']['skos:preflabel', 'wascreatedondate', 'wascreatedonyear']['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']	1	43694	2.2886437497139195e-05
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'directed-inv', 'islocatedin', 'wascreatedondate', 'wrotemusicfor-inv']	7	79609	8.792975668580186e-05
['wascreatedonyear'][]['skos:preflabel', 'wascreatedondate']	2	2804	0.0007132667617689016
['wascreatedonyear']['skos:preflabel']['directed-inv', 'edited-inv', 'wascreatedondate', 'wrotemusicfor-inv']	1	2052	0.0004873294346978557
['wascreatedonyear']['skos:preflabel', 'wascreatedondate']['actedin-inv', 'created-inv', 'wrotemusicfor-inv']	1	32944	3.0354541039339484e-05
['wascreatedonyear']['wascreatedonyear']['created-inv', 'directed-inv', 'skos:preflabel', 'wascreatedondate', 'wrotemusicfor-inv']	1	402	0.0024875621890547263
['wascreatedonyear']['skos:preflabel', 'wascreatedondate']['actedin-inv', 'created-inv', 'directed-inv', 'wrotemusicfor-inv']	3	476690	6.2933982252617005e-06
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'islocatedin', 'wascreatedondate']	3	65281	4.595517838268409e-05
['wascreatedonyear']['skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate']	1	7350	0.00013605442176870748
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'directed-inv', 'edited-inv', 'wascreatedondate']	1	7539	0.00013264358668258389
['wascreatedonyear']['skos:preflabel', 'wascreatedonyear']['wascreatedondate']	2	8790	0.00022753128555176336
['wascreatedonyear']['skos:preflabel', 'wascreatedondate']['actedin-inv', 'directed-inv', 'islocatedin', 'wrotemusicfor-inv']	1	56898	1.7575310204225104e-05
['wascreatedonyear']['skos:preflabel', 'wascreatedondate']['actedin-inv', 'created-inv', 'directed-inv', 'islocatedin', 'wrotemusicfor-inv']	1	254550	3.928501276762915e-06
['wascreatedonyear']['wascreatedonyear']['actedin-inv', 'created-inv', 'directed-inv', 'islocatedin', 'skos:preflabel', 'wascreatedondate']	1	889	0.0011248593925759281
['wascreatedonyear'][]['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'skos:preflabel', 'wascreatedondate', 'wrotemusicfor-inv']	2	4098	0.0004880429477794046
['wascreatedonyear'][]['actedin-inv', 'islocatedin', 'skos:preflabel', 'wascreatedondate']	1	1066	0.0009380863039399625
['wascreatedonyear']['skos:preflabel', 'wascreatedondate']['created-inv', 'islocatedin', 'wrotemusicfor-inv']	1	2608	0.0003834355828220859
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'directed-inv', 'edited-inv', 'islocatedin', 'wascreatedondate']	1	4714	0.00021213406873143826
['wascreatedonyear']['skos:preflabel', 'wascreatedonyear']['actedin-inv', 'created-inv', 'directed-inv', 'islocatedin', 'wascreatedondate', 'wrotemusicfor-inv']	1	60001	1.666638889351844e-05
['wascreatedonyear']['skos:preflabel']['directed-inv', 'edited-inv', 'wascreatedondate']	1	3064	0.00032637075718015666
['wascreatedonyear']['skos:preflabel']['created-inv', 'directed-inv', 'edited-inv', 'wascreatedondate']	2	41388	4.832318546438581e-05
['wascreatedonyear']['skos:preflabel']['islocatedin', 'wascreatedondate', 'wrotemusicfor-inv']	1	5672	0.0001763046544428773
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'created-inv', 'islocatedin', 'wascreatedondate', 'wrotemusicfor-inv']	1	30082	3.3242470580413535e-05
['wascreatedonyear']['skos:preflabel', 'wascreatedonyear']['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wrotemusicfor-inv']	1	67081	1.4907350814686721e-05
['wascreatedonyear'][]['actedin-inv', 'created-inv', 'directed-inv', 'islocatedin', 'skos:preflabel', 'wascreatedondate', 'wrotemusicfor-inv']	2	3674	0.0005443658138268917
['wascreatedonyear']['skos:preflabel']['actedin-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wrotemusicfor-inv']	1	2214	0.00045167118337850043
['wascreatedonyear'][]['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel', 'wascreatedondate', 'wrotemusicfor-inv']	1	7271	0.00013753266400770182
